,NLC,Origin TLC,Station Name,postcode,Government Office Region (GOR),County or Unitary Authority,District or Unitary Authority,NUTS2 Spatial_Unit Code,NUTS2 Spatial Unit,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,1112 Entries & Exits,"1011
Entries & Exits","%-change, 2010-11 to 2011-12",Interchanges,Large station Flag,Small Station Flag,Explanation of large change,Sources,lat,long
2338,5576,WNT,Wandsworth Town,SW18 1SU,London,Greater London,Wandsworth,UKI1,Inner London,South West Trains,,,London Travelcard Area Station,"333,159","329,080","1,063,049","1,725,288","333,159","329,080","1,063,049","1,725,288","3,450,576","3,213,710",7,0,0,0,,,51.460959,-0.18828699999999998
2339,7408,WNP,Wanstead Park,E7 0HX,London,Greater London,Newham,UKI1,Inner London,London Overground,,,London Travelcard Area Station,"54,589","81,435","116,648","252,672","54,589","81,435","116,648","252,672","505,344","351,450",44,"1,911",1,0,Ramp-up of demand on London Overground services,,,
2340,1085,WPE,Wapping,E1W 3PA ,London,Greater London,Tower Hamlets,UKI1,Inner London,London Overground,,,London Travelcard Area Station,"152,256","281,714","106,696","540,666","152,256","281,714","106,696","540,666","1,081,332","718,560",50,0,1,0,Ramp-up of demand on London Overground services,,,
2341,5264,WBL,Warblington,PO9 2QD,South East,Hampshire,Havant,UKJ3,Hampshire and Isle of Wight,Southern,,,,"4,492","3,892","7,222","15,606","4,492","3,892","7,222","15,606","31,212","27,176",15,0,1,0,Cause of large increase not clear,,,
2342,6824,WAR,Ware,SG12 9UT,East,Hertfordshire,East Hertfordshire,UKH2,Bedfordshire and Hertforshire,National Express East Anglia,,,,"109,549","104,578","221,812","435,939","109,549","104,578","221,812","435,939","871,878","838,360",4,0,0,0,,,51.808226,-0.029161000000000003
2343,5959,WRM,Wareham,BH20 4AS,South West,Dorset,Purbeck,UKK2,Dorset and Somerset,South West Trains,,,,"51,979","101,257","23,903","177,139","51,979","101,257","23,903","177,139","354,278","334,590",6,0,0,0,,,50.692609000000004,-2.114665
2344,3158,WGV,Wargrave,RG10 8EU,South East,Wokingham,Wokingham,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,,"8,738","8,453","24,959","42,150","8,738","8,453","24,959","42,150","84,300","78,180",8,0,0,0,,,51.499262,-0.8735219999999999
2345,5505,WMN,Warminster,BA12 9BP,South West,Wiltshire,West Wiltshire,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,,"50,757","96,418","28,364","175,539","50,757","96,418","28,364","175,539","351,078","336,804",4,"11,750",0,0,,,51.206675,-2.177564
2346,5316,WNH,Warnham,RH12 3SR,South East,West Sussex,Horsham,UKJ2,"Surrey, East & West Sussex",Southern,,,,"2,551","1,859","3,038","7,448","2,551","1,859","3,038","7,448","14,896","11,234",33,0,1,0,Continues high growth from previous year,,51.092771,-0.330468
2347,2384,WBQ,Warrington Bank Quay,WA1 1LW,North West,Warrington,Warrington,UKD2,Cheshire,Virgin Trains (West Coast),WARRINGTON BR,,,"172,609","227,425","66,817","466,851","172,609","227,425","66,817","466,851","933,702","879,322",6,"547,466",0,0,,,,
2348,2390,WAC,Warrington Central,WA2 7TT,North West,Warrington,Warrington,UKD2,Cheshire,First TransPennine Express,WARRINGTON BR,,,"279,853","357,906","125,135","762,894","279,853","357,906","125,135","762,894","1,525,788","1,406,445",8,"203,161",0,0,,,,
2349,4600,WRW,Warwick,CV34 4LA,West Midlands,Warwickshire,Warwick,UKG1,"Herefordshire, Worcestershire and Warwickshire",Chiltern Railways,,West Midlands,,"68,086","105,844","89,253","263,183","68,086","105,844","89,253","263,183","526,366","503,196",5,0,0,0,,,52.286081,-1.580747
2350,8530,WRP,Warwick Parkway,CV35 8RH,West Midlands,Warwickshire,Warwick,UKG1,"Herefordshire, Worcestershire and Warwickshire",Chiltern Railways,,West Midlands,,"63,958","134,503","44,352","242,813","63,958","134,503","44,352","242,813","485,626","453,868",7,0,0,0,,,52.285257,-1.6123290000000001
2351,1121,WTO,Water Orton,B46 1NE,West Midlands,Warwickshire,North Warwickshire,UKG1,"Herefordshire, Worcestershire and Warwickshire",London Midland Trains,,West Midlands,,"11,493",966,"9,674","22,133","11,493",966,"9,674","22,133","44,266","42,584",4,0,0,0,,,,
2352,7079,WBC,Waterbeach,CB5 9HT,East,Cambridgeshire,South Cambridgeshire,UKH1,East Anglia,First Capital Connect,,,,"46,697","47,697","61,716","156,110","46,697","47,697","61,716","156,110","312,220","301,376",4,0,0,0,,,,
2353,5241,WTR,Wateringbury,ME18 5EA,South East,Kent,Tonbridge And Malling,UKJ4,Kent,Southeastern,,,,"7,077","8,594","11,334","27,005","7,077","8,594","11,334","27,005","54,010","52,996",2,0,0,0,,,51.249998,0.42143400000000003
2354,5598,WAT,Waterloo,SE1 8SW,London,Greater London,Lambeth,UKI1,Inner London,Network Rail,LONDON BR,,London Travelcard Area Station,"8,051,560","13,583,329","25,387,866","47,022,755","8,051,560","13,583,329","25,387,866","47,022,755","94,045,510","91,750,382",3,"9,488,822",0,0,,,,
2355,5158,WAE,Waterloo (East),SE1 8NH,London,Greater London,Lambeth,UKI1,Inner London,Southeastern,LONDON BR,,London Travelcard Area Station,"359,118","923,202","2,044,396","3,326,716","359,118","923,202","2,044,396","3,326,716","6,653,432","6,637,737",0,"1,450,153",0,0,,,,
2356,2133,WLO,Waterloo (Merseyside),L22 0LY,North West,Merseyside,Sefton,UKD5,Merseyside,Merseyrail,,Merseyside,,"263,522","99,211","114,658","477,391","263,522","99,211","114,658","477,391","954,782","1,014,942",-6,0,0,0,,,,
2357,1455,WFH,Watford High Street,WD17 2NW,East,Hertfordshire,Watford,UKH2,Bedfordshire and Hertforshire,London Overground,,,,"102,047","324,862","34,309","461,218","102,047","324,862","34,309","461,218","922,436","836,786",10,0,1,0,Ramp-up of demand on London Overground services,,51.652574,-0.39183
2358,1402,WFJ,Watford Junction,WD17 1EU,East,Hertfordshire,Watford,UKH2,Bedfordshire and Hertforshire,London Midland Trains,,,,"721,300","1,284,555","586,002","2,591,857","721,300","1,284,555","586,002","2,591,857","5,183,714","4,822,192",7,"539,197",0,0,,,51.66385,-0.396714
2359,1403,WFN,Watford North,WD2 4QN,East,Hertfordshire,Watford,UKH2,Bedfordshire and Hertforshire,London Midland Trains,,,,"9,648","19,453","22,562","51,663","9,648","19,453","22,562","51,663","103,326","93,912",10,0,1,0,Cause of large increase not clear,,,
2360,7057,WTG,Watlington,PE33 0JF,East,Norfolk,Kings Lynn And West Norfolk,UKH1,East Anglia,First Capital Connect,,,,"17,157","29,178","18,172","64,507","17,157","29,178","18,172","64,507","129,014","113,898",13,0,1,0,Cause of large increase not clear,,52.673713,0.387621
2361,6095,WAS,Watton-At-Stone,SG14 3SH,East,Hertfordshire,East Hertfordshire,UKH2,Bedfordshire and Hertforshire,First Capital Connect,,,,"17,820","12,930","29,359","60,109","17,820","12,930","29,359","60,109","120,218","125,450",-4,0,0,0,,,51.856536,-0.116664
2362,3796,WNG,Waun-gron Park,CF5 2BN,Wales - Cymru,Cardiff - Caerdydd,Cardiff - Caerdydd,UKL2,East Wales,Arriva Trains Wales,,,,"14,533",681,"8,531","23,745","14,533",681,"8,531","23,745","47,490","42,916",11,0,1,0,Continues high growth from previous year,,,
2363,8589,WAV,Wavertree Technology Park,L13 1EG,North West,Merseyside,Liverpool,UKD5,Merseyside,Northern Rail,,Merseyside,,"71,789","79,167","32,734","183,690","71,789","79,167","32,734","183,690","367,380","369,590",-1,0,0,0,,,,
2364,6859,WEE,Weeley,CO16 9DH,East,Essex,Tendring,UKH3,Essex,National Express East Anglia,,,,"4,304","3,036","3,269","10,609","4,304","3,036","3,269","10,609","21,218","22,806",-7,0,0,0,,,51.852477,1.114771
2365,8509,WET,Weeton,LS17 0HL,Yorkshire And The Humber,North Yorkshire,Harrogate,UKE2,North Yorkshire,Northern Rail,,,,"12,294","11,060","6,831","30,185","12,294","11,060","6,831","30,185","60,370","63,738",-5,0,0,0,,,,
2366,6073,WMG,Welham Green,AL9 7HF,East,Hertfordshire,Welwyn Hatfield,UKH2,Bedfordshire and Hertforshire,First Capital Connect,,,,"30,100","19,994","35,989","86,083","30,100","19,994","35,989","86,083","172,166","160,884",7,0,0,0,,,,
2367,5128,WLI,Welling,DA16 3AU,London,Greater London,Bexley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station,"212,467","185,819","743,542","1,141,828","212,467","185,819","743,542","1,141,828","2,283,656","2,218,910",3,0,0,0,,,51.464748,0.10192999999999999
2368,1940,WEL,Wellingborough,NN8 1NA,East Midlands,Northamptonshire,Wellingborough,UKF2,"Leicestershire, Rutland and Northamptonshire",East Midlands Trains,,,,"65,453","162,156","247,316","474,925","65,453","162,156","247,316","474,925","949,850","930,670",2,325,0,0,,,,
2369,4690,WLN,Wellington,TF1 1BY,West Midlands,Telford And Wrekin,Telford And Wrekin,UKG2,Shropshire and Staffordshire,London Midland Trains,,West Midlands,,"113,782","78,421","87,639","279,842","113,782","78,421","87,639","279,842","559,684","543,040",3,0,0,0,,,,
2370,4434,WLP,Welshpool,SY21 7AZ,Wales - Cymru,Powys - Powys,Powys - Powys,UKL2,East Wales,Arriva Trains Wales,,,,"35,658","20,552",945,"57,155","35,658","20,552",945,"57,155","114,310","105,590",8,0,0,0,,,52.656629,-3.137732
2371,6183,WGC,Welwyn Garden City,AL8 6HA,East,Hertfordshire,Welwyn Hatfield,UKH2,Bedfordshire and Hertforshire,First Capital Connect,,,,"363,299","374,032","501,722","1,239,053","363,299","374,032","501,722","1,239,053","2,478,106","2,431,948",2,"124,012",0,0,,,,
2372,6096,WLW,Welwyn North,AL6 0AS,East,Hertfordshire,Welwyn Hatfield,UKH2,Bedfordshire and Hertforshire,First Capital Connect,,,,"63,560","74,028","117,141","254,729","63,560","74,028","117,141","254,729","509,458","485,856",5,0,0,0,,,,
2373,1347,WEM,Wem,SY4 5AZ,West Midlands,Shropshire,North Shropshire,UKG2,Shropshire and Staffordshire,Arriva Trains Wales,,,,"18,777","23,801","7,584","50,162","18,777","23,801","7,584","50,162","100,324","105,010",-4,0,0,0,,,,
2374,1423,WMB,Wembley Central,HA9 7AJ,London,Greater London,Brent,UKI2,Outer London,London Underground,,,London Travelcard Area Station,"204,296","521,286","601,880","1,327,462","204,296","521,286","601,880","1,327,462","2,654,924","2,212,662",20,"6,840",1,0,Ramp-up of demand on London Overground services,,,
2375,1509,WCX,Wembley Stadium,HA9 8BQ,London,Greater London,Brent,UKI2,Outer London,Chiltern Railways,,,London Travelcard Area Station,"57,697","159,659","53,944","271,300","57,697","159,659","53,944","271,300","542,600","480,738",13,0,1,0,Usage will be directly related to matches/events at Wembley stadium,,,
2376,9673,WMS,Wemyss Bay,PA18 6AA,Scotland,Inverclyde,Inverclyde,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"49,254","29,902","19,412","98,568","49,254","29,902","19,412","98,568","197,136","203,156",-3,0,0,0,,,55.87879100000001,-4.8880930000000005
2377,1466,WND,Wendover,HP22 6BN,South East,Buckinghamshire,Aylesbury Vale,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",Chiltern Railways,,,,"59,868","51,817","105,961","217,646","59,868","51,817","105,961","217,646","435,292","414,214",5,0,0,0,,,51.763473,-0.750788
2378,2681,WNN,Wennington,LA2 8PB,North West,Lancashire,Lancaster,UKD4,Lancashire,Northern Rail,,,,"1,228",441,0,"1,669","1,228",441,0,"1,669","3,338","3,696",-10,0,0,0,,,,
2379,2266,WSA,West Allerton,L18 7HF,North West,Merseyside,Liverpool,UKD5,Merseyside,Northern Rail,,Merseyside,,"10,944","9,949","2,384","23,277","10,944","9,949","2,384","23,277","46,554","46,098",1,0,0,0,,,,
2380,8875,WBP,West Brompton,SW5 9JX,London,Greater London,Kensington And Chelsea,UKI1,Inner London,London Underground,,,London Travelcard Area Station,"356,635","495,108","200,230","1,051,973","356,635","495,108","200,230","1,051,973","2,103,946","1,506,006",40,0,1,0,Ramp-up of demand on London Overground services,,,
2381,5684,WBY,West Byfleet,KT14 6DY,South East,Surrey,Woking,UKJ2,"Surrey, East & West Sussex",South West Trains,,,,"145,711","153,947","313,104","612,762","145,711","153,947","313,104","612,762","1,225,524","1,186,572",3,0,0,0,,,51.340266,-0.504676
2382,9250,WCL,West Calder,EH55 8BP,Scotland,West Lothian,West Lothian,UKM2,Eastern Scotland,First ScotRail,,,,"24,675","19,634","12,435","56,744","24,675","19,634","12,435","56,744","113,488","109,252",4,0,0,0,,,55.853091000000006,-3.5656779999999997
2383,5411,WCY,West Croydon,CR0 2TA,London,Greater London,Croydon,UKI2,Outer London,Southern,CROYDON BR,,London Travelcard Area Station,"453,172","599,386","882,646","1,935,204","453,172","599,386","882,646","1,935,204","3,870,408","3,323,197",16,"431,230",1,0,Ramp-up of demand on London Overground services,,,
2384,3174,WDT,West Drayton,UB7 9DY,London,Greater London,Hillingdon,UKI2,Outer London,First Great Western,,,London Travelcard Area Station,"201,834","374,960","313,617","890,411","201,834","374,960","313,617","890,411","1,780,822","1,687,748",6,0,0,0,,,,
2385,5086,WDU,West Dulwich,SE21 8HN,London,Greater London,Southwark,UKI1,Inner London,Southeastern,,,London Travelcard Area Station,"110,053","119,642","245,388","475,083","110,053","119,642","245,388","475,083","950,166","909,922",4,0,0,0,,,51.440912,-0.090673
2386,3188,WEA,West Ealing,W13 0NQ,London,Greater London,Ealing,UKI2,Outer London,First Great Western,,,London Travelcard Area Station,"95,356","98,758","360,704","554,818","95,356","98,758","360,704","554,818","1,109,636","1,069,164",4,970,0,0,,,,
2387,7474,WEH,West Ham,E15 3BN,London,Greater London,Newham,UKI1,Inner London,c2c,,,London Travelcard Area Station,"598,919","751,748","406,467","1,757,134","598,919","751,748","406,467","1,757,134","3,514,268","2,974,228",18,"18,644",1,0,DLR Stratford Internatioanl branch opened in August 2011 with stop at West Ham,http://en.wikipedia.org/wiki/West_Ham_station,,
2388,1421,WHD,West Hampstead,NW6 2LJ,London,Greater London,Camden,UKI1,Inner London,London Overground,WEST HAMPSTEAD BR,,London Travelcard Area Station,"269,018","405,687","765,755","1,440,460","269,018","405,687","765,755","1,440,460","2,880,920","1,896,949",52,"259,276",1,0,Further improvements to Overground service including completition of link between North and East branches  in February 2011 driving continued large increases in demand,http://www.tfl.gov.uk/corporate/projectsandschemes/15397.aspx,,
2389,1525,WHP,West Hampstead Thameslink,NW6 2LJ,London,Greater London,Camden,UKI1,Inner London,First Capital Connect,WEST HAMPSTEAD BR,,London Travelcard Area Station,"318,142","316,930","753,788","1,388,860","318,142","316,930","753,788","1,388,860","2,777,720","2,576,297",8,"532,579",0,0,,,,
2390,7466,WHR,West Horndon,CM13 3TJ,East,Essex,Brentwood,UKH3,Essex,c2c,,,,"55,758","23,559","85,635","164,952","55,758","23,559","85,635","164,952","329,904","338,058",-2,0,0,0,,,51.567953,0.340644
2391,9564,WKB,West Kilbride,KA23 9BP,Scotland,North Ayrshire,North Ayrshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"34,766","32,920","28,984","96,670","34,766","32,920","28,984","96,670","193,340","201,442",-4,0,0,0,,,55.694567000000006,-4.855418
2392,2201,WKI,West Kirby,CH48 4DZ,North West,Merseyside,Wirral,UKD5,Merseyside,Merseyrail,,Merseyside,,"169,729","110,304","97,950","377,983","169,729","110,304","97,950","377,983","755,966","815,306",-7,0,0,0,,,53.372983,-3.183569
2393,5129,WMA,West Malling,ME19 6HJ,South East,Kent,Tonbridge And Malling,UKJ4,Kent,Southeastern,,,,"66,686","112,104","195,283","374,073","66,686","112,104","195,283","374,073","748,146","724,510",3,0,0,0,,,51.292018,0.418682
2394,5438,WNW,West Norwood,SE27 0HS,London,Greater London,Lambeth,UKI1,Inner London,Southern,,,London Travelcard Area Station,"192,280","230,636","624,258","1,047,174","192,280","230,636","624,258","1,047,174","2,094,348","1,940,696",8,"91,687",0,0,,,51.430951,-0.10413599999999999
2395,3059,WRU,West Ruislip,HA4 7DW,London,Greater London,Hillingdon,UKI2,Outer London,Chiltern Railways,,,London Travelcard Area Station,"49,712","54,071","37,570","141,353","49,712","54,071","37,570","141,353","282,706","258,550",9,"1,551",0,0,,,,
2396,7329,WRN,West Runton,NR27 9QD,East,Norfolk,North Norfolk,UKH1,East Anglia,National Express East Anglia,,,,"6,823","4,856",221,"11,900","6,823","4,856",221,"11,900","23,800","23,030",3,0,0,0,,,52.93699,1.244481
2397,5242,WLD,West St Leonards,TN38 0NL,South East,East Sussex,Hastings,UKJ2,"Surrey, East & West Sussex",Southeastern,,,,"9,302","14,806","16,518","40,626","9,302","14,806","16,518","40,626","81,252","77,956",4,0,0,0,,,50.852437,0.5409619999999999
2398,5293,WSU,West Sutton,SM1 2EY,London,Greater London,Sutton,UKI2,Outer London,First Capital Connect,,,London Travelcard Area Station,"37,674","31,272","81,583","150,529","37,674","31,272","81,583","150,529","301,058","270,438",11,0,1,0,Continues high growth from previous year,,,
2399,5054,WWI,West Wickham,BR4 0EH,London,Greater London,Bromley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station,"88,095","99,327","281,749","469,171","88,095","99,327","281,749","469,171","938,342","917,954",2,0,0,0,,,,
2400,5278,WWO,West Worthing,BN11 4SR,South East,West Sussex,Worthing,UKJ2,"Surrey, East & West Sussex",Southern,,,,"54,326","157,246","123,616","335,188","54,326","157,246","123,616","335,188","670,376","636,742",5,0,0,0,,,50.818283,-0.393158
2401,5712,WSB,Westbury,BA13 4HP,South West,Wiltshire,West Wiltshire,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,,"64,106","119,632","42,517","226,255","64,106","119,632","42,517","226,255","452,510","425,248",6,"195,785",0,0,,,51.26645,-2.199061
2402,7476,WCF,Westcliff,SS0 7SB,East,Southend-On-Sea,Southend-On-Sea,UKH3,Essex,c2c,,,,"153,619","146,987","185,077","485,683","153,619","146,987","185,077","485,683","971,366","985,366",-1,0,0,0,,,,
2403,5151,WCB,Westcombe Park,SE3 9LE,London,Greater London,Greenwich,UKI2,Outer London,Southeastern,,,London Travelcard Area Station,"107,494","113,790","270,227","491,511","107,494","113,790","270,227","491,511","983,022","944,090",4,0,0,0,,,,
2404,5030,WHA,Westenhanger,TN25 6DE,South East,Kent,Shepway,UKJ4,Kent,Southeastern,,,,"5,446","11,420","14,055","30,921","5,446","11,420","14,055","30,921","61,842","60,722",2,0,0,0,,,51.095434000000004,1.0382129999999998
2405,9231,WTA,Wester Hailes,EH14 3AQ,Scotland,Edinburgh City Of,Edinburgh City Of,UKM2,Eastern Scotland,First ScotRail,,,,"6,769","4,352","3,789","14,910","6,769","4,352","3,789","14,910","29,820","23,278",28,0,1,0,Cause of large increase not clear,,55.914370999999996,-3.2781809999999996
2406,7226,WFI,Westerfield,IP6 9AE,East,Suffolk,Suffolk Coastal,UKH1,East Anglia,National Express East Anglia,,,,"3,370","2,206","1,820","7,396","3,370","2,206","1,820","7,396","14,792","13,346",11,"5,111",1,0,Continues high growth from previous year,,,
2407,9998,WES,Westerton,G61 1PA,Scotland,East Dunbartonshire,East Dunbartonshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"135,591","115,539","116,588","367,718","135,591","115,539","116,588","367,718","735,436","683,484",8,"35,519",0,0,,,,
2408,5195,WGA,Westgate-On-Sea,CT8 8QY,South East,Kent,Thanet,UKJ4,Kent,Southeastern,,,,"12,745","19,507","57,969","90,221","12,745","19,507","57,969","90,221","180,442","178,458",1,0,0,0,,,,
2409,2619,WHG,Westhoughton,BL5 3LE,North West,Greater Manchester,Bolton,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,"18,942","59,398","26,846","105,186","18,942","59,398","26,846","105,186","210,372","197,650",6,0,0,0,,,,
2410,3388,WNM,Weston Milton,BS22 8PF,South West,North Somerset,North Somerset,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,,"8,614","9,936","4,809","23,359","8,614","9,936","4,809","23,359","46,718","40,458",15,0,1,0,Continues high growth from previous year,,51.348579,-2.943235
2411,3391,WSM,Weston-Super-Mare,BS23 1XY,South West,North Somerset,North Somerset,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,,"103,174","332,330","116,535","552,039","103,174","332,330","116,535","552,039","1,104,078","1,037,806",6,"8,225",0,0,,,51.345087,-2.973315
2412,7572,WRL,Wetheral,CA4 8JP,North West,Cumbria,Carlisle,UKD1,Cumbria,Northern Rail,,,,"4,527","3,614",574,"8,715","4,527","3,614",574,"8,715","17,430","14,112",24,0,1,0,Cause of large increase not clear,,,
2413,5577,WYB,Weybridge,KT13 8UD,South East,Surrey,Elmbridge,UKJ2,"Surrey, East & West Sussex",South West Trains,,,,"383,100","289,012","513,365","1,185,477","383,100","289,012","513,365","1,185,477","2,370,954","2,344,628",1,"537,097",0,0,,,51.361804,-0.45767399999999997
2414,5965,WEY,Weymouth,DT4 7BN,South West,Dorset,Weymouth And Portland,UKK2,Dorset and Somerset,South West Trains,,,,"86,933","286,825","25,507","399,265","86,933","286,825","25,507","399,265","798,530","798,332",0,"7,429",0,0,,,,
2415,2772,WBR,Whaley Bridge,SK23 7AA,East Midlands,Derbyshire,High Peak,UKF1,Derbyshire and Nottinghamshire,Northern Rail,,,,"10,421","29,813","7,190","47,424","10,421","29,813","7,190","47,424","94,848","92,650",2,0,0,0,,,53.329280000000004,-1.98412
2416,2736,WHE,Whalley,BB7 9SE,North West,Lancashire,Ribble Valley,UKD4,Lancashire,Northern Rail,,,,"22,440","12,082","8,814","43,336","22,440","12,082","8,814","43,336","86,672","77,740",11,0,1,0,Continues high growth from previous year,,,
2417,1585,WTS,Whatstandwell,DE4 5HE,East Midlands,Derbyshire,Amber Valley,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,,"4,049","8,483","1,211","13,743","4,049","8,483","1,211","13,743","27,486","28,288",-3,0,0,0,,,,
2418,9753,WFF,Whifflet,ML5 4AS,Scotland,North Lanarkshire,North Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"48,228","39,943","39,064","127,235","48,228","39,943","39,064","127,235","254,470","247,632",3,"1,476",0,0,,,,
2419,5759,WHM,Whimple,EX5 2QW,South West,Devon,East Devon,UKK4,Devon,South West Trains,,,,"9,759","19,188","5,270","34,217","9,759","19,188","5,270","34,217","68,434","60,540",13,0,1,0,Cause of large increase not clear,,,
2420,9665,WNL,Whinhill,PA15 3AH,Scotland,Inverclyde,Inverclyde,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"7,975","8,490","3,548","20,013","7,975","8,490","3,548","20,013","40,026","37,772",6,0,0,0,,,55.936891,-4.748111
2421,2161,WHN,Whiston,L35 3TT,North West,Merseyside,Knowsley,UKD5,Merseyside,Northern Rail,,Merseyside,,"31,109","70,184","19,616","120,909","31,109","70,184","19,616","120,909","241,818","243,398",-1,0,0,0,,,,
2422,8184,WTB,Whitby,YO21 1YN,Yorkshire And The Humber,North Yorkshire,Scarborough,UKE2,North Yorkshire,Northern Rail,,,,"33,737","10,411","25,934","70,082","33,737","10,411","25,934","70,082","140,164","133,940",5,0,0,0,,,54.484827,-0.6148399999999999
2423,5527,WCH,Whitchurch (Hampshire),RG28 7ER,South East,Hampshire,Basingstoke And Deane,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,"20,171","29,476","78,386","128,033","20,171","29,476","78,386","128,033","256,066","247,940",3,0,0,0,,,51.236877,-1.337742
2424,1348,WTC,Whitchurch (Salop),SY13 1RL,West Midlands,Shropshire,North Shropshire,UKG2,Shropshire and Staffordshire,Arriva Trains Wales,,,,"25,276","19,835","8,949","54,060","25,276","19,835","8,949","54,060","108,120","103,946",4,0,0,0,,,52.967969,-2.67244
2425,3896,WHT,Whitchurch (South Glamorgan),CF14 1BP,Wales - Cymru,Cardiff - Caerdydd,Cardiff - Caerdydd,UKL2,East Wales,Arriva Trains Wales,,,,"2,070",190,"1,165","3,425","2,070",190,"1,165","3,425","6,850","5,170",32,0,0,1,Cause of demand increase not clear,,51.520607,-3.222209
2426,6956,WHL,White Hart Lane,N17 8HH,London,Greater London,Haringey,UKI1,Inner London,National Express East Anglia,,,London Travelcard Area Station,"70,468","113,751","209,627","393,846","70,468","113,751","209,627","393,846","787,692","679,906",16,0,1,0,Continues high growth from previous year,,,
2427,6846,WNY,White Notley,CM8 1RP,East,Essex,Braintree,UKH3,Essex,National Express East Anglia,,,,"1,855",940,"2,356","5,151","1,855",940,"2,356","5,151","10,302","10,820",-5,0,0,0,,,,
2428,4935,WCA,Whitechapel,E1 1BY,London,Greater London,Tower Hamlets,UKI1,Inner London,London Overground,,,London Travelcard Area Station,"663,056","1,158,219",496,"1,821,771","663,056","1,158,219",496,"1,821,771","3,643,542","2,073,464",76,0,1,0,Ramp-up of demand on London Overground services,,,
2429,9777,WCR,Whitecraigs,G46 6JB,Scotland,East Renfrewshire,East Renfrewshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"59,032","37,248","55,926","152,206","59,032","37,248","55,926","152,206","304,412","295,788",3,0,0,0,,,,
2430,2048,WTH,Whitehaven,CA28 6AX,North West,Cumbria,Copeland,UKD1,Cumbria,Northern Rail,,,,"78,317","33,605","14,975","126,897","78,317","33,605","14,975","126,897","253,794","265,722",-4,0,0,0,,,54.553053000000006,-3.5871199999999996
2431,4111,WTL,Whitland,SA34 0AP,Wales - Cymru,Carmarthenshire - Sir Gaerfyrddin,Carmarthenshire - Sir Gaerfyrddin,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,"19,683","6,926",331,"26,940","19,683","6,926",331,"26,940","53,880","52,262",3,"4,210",0,0,,,51.818425,-4.613935
2432,8130,WBD,Whitley Bridge,DN14 0HH,Yorkshire And The Humber,North Yorkshire,Selby,UKE2,North Yorkshire,Northern Rail,,,,233,8,249,490,233,8,249,490,980,904,8,0,0,0,,,53.698854000000004,-1.160209
2433,4539,WTE,Whitlock's End,B90 1PN,West Midlands,West Midlands,Solihull,UKG3,West Midlands,London Midland Trains,,West Midlands,,"16,908","16,066","7,637","40,611","16,908","16,066","7,637","40,611","81,222","75,442",8,0,0,0,,,,
2434,5196,WHI,Whitstable,CT5 1RB,South East,Kent,Canterbury,UKJ4,Kent,Southeastern,,,,"43,548","135,121","203,052","381,721","43,548","135,121","203,052","381,721","763,442","745,678",2,0,0,0,,,,
2435,7187,WLE,Whittlesea,PE7 1UF,East,Cambridgeshire,Fenland,UKH1,East Anglia,National Express East Anglia,,,,"5,058","2,679","3,530","11,267","5,058","2,679","3,530","11,267","22,534","23,474",-4,0,0,0,,,,
2436,7047,WLF,Whittlesford,CB2 4NL,East,Cambridgeshire,South Cambridgeshire,UKH1,East Anglia,National Express East Anglia,,,,"38,156","45,158","88,570","171,884","38,156","45,158","88,570","171,884","343,768","338,306",2,0,0,0,,,,
2437,5611,WTN,Whitton,TW2 7LG,London,Greater London,Richmond Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,"150,979","150,144","340,006","641,129","150,979","150,144","340,006","641,129","1,282,258","1,261,926",2,0,0,0,,,,
2438,6551,WWL,Whitwell (Derbys),S80 4NY,East Midlands,Derbyshire,Bolsover,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,,"5,236","5,169","1,813","12,218","5,236","5,169","1,813","12,218","24,436","20,748",18,0,1,0,Cause of large increase not clear - station improvement work has been carried out,http://www.whitwell.info/tag/train-station/,,
2439,5396,WHY,Whyteleafe,CR3 0AD,South East,Surrey,Tandridge,UKJ2,"Surrey, East & West Sussex",Southern,,,London Travelcard Area Station,"39,074","37,336","74,964","151,374","39,074","37,336","74,964","151,374","302,748","298,572",1,0,0,0,,,,
