OrganisationName,Latitude,Longitude
Beaconsfield Pharmacy,51.5715942383,-0.0261948332
Boots,54.4830856323,-3.5286681652
Yew Tree Pharmacy Ltd,52.5594024658,-1.9608823061
Boots,51.5375595093,0.0794586837
Asda Pharmacy,53.4125595093,-2.1564810276
Rowlands Pharmacy,50.7361602783,-1.8654128313
Boots,51.1925582886,0.2725608945
Grove Village Pharmacy,53.4657974243,-2.2159650326
Bentley Chemist,51.4545974731,-0.0377518497
Five Villages Pharmacy,50.8317184448,-0.6416017413
Peak Pharmacy,53.2010040283,-1.3980580568
Peak Pharmacy,53.4738349915,-2.1645257473
Asda Store Pharmacy,50.8694496155,0.5547791719
Cohens Chemist,54.277256012,-0.4096868634
Boots,53.4779281616,-2.2654476166
Boots,51.3324317932,-0.2692965567
Paydens Ltd,51.2526855469,0.5277298689
Stonehill Pharmacy,53.5423545837,-2.405299902
The Co-Operative Pharmacy,52.9016609192,-0.6606798172
Boots,51.1935501099,-0.5572299957
Lloydspharmacy,53.7020454407,-2.2001941204
David Fogg Chemist,50.9140892029,-1.30295825
Morrisons Pharmacy,52.9436759949,-1.4623199701
Boots,54.1288909912,-2.768433094
Boots,51.5759811401,0.1801319718
The Co-Operative Pharmacy,53.7448768616,-1.605582118
Boots,52.5102615356,-2.0817315578
Patel As,53.5089645386,-2.1919388771
Greenfield Pharmacy,51.5338287354,-0.2184858322
Boots,53.3284187317,-3.0982356071
Boots,54.0764160156,-2.7168438435
Queen Street Pharmacy,51.8890190125,0.9039831758
Jay's Pharmacy,51.5066413879,-0.2391005307
Superdrug Stores Plc,50.9025917053,-3.4867758751
Atherstone Pharmacy,52.5773162842,-1.5471912622
Trackside,50.8410415649,0.4769456685
Lloydspharmacy,51.6105422974,-0.6452887654
Whitfield G Ltd,54.8176460266,-1.3836271763
Sainsbury's Pharmacy,54.8067588806,-1.5803028345
Boots,51.4945373535,-0.1457548738
Essentials Pharmacy,51.5154304504,-0.1227829829
Boots,51.3950309753,0.495705694
Laurel Pharmacy,51.4130096436,-0.2967701852
Boots,54.9727325439,-1.761380434
Lloydspharmacy,52.7170753479,-2.4392023087
Rishton Pharmacy,53.768447876,-2.4141964912
Malchem,52.4973945618,-1.9744001627
Tesco Stores Limited,53.9070777893,-0.1716835797
Lloydspharmacy,52.6079368591,-1.9596875906
Magrath Vj,52.6219673157,-1.6637972593
Grosvenor House Pharmacy,51.5094184875,-0.3274023831
Options Pharmacy,50.929561615,-2.6490185261
Bees Chemist,51.5452919006,-0.0352224782
Lees's Pharmacy Ltd,53.3761405945,-3.0846266747
Vantage Pharmacy,52.5033187866,-1.8752216101
Lilliput Pharmacy,50.7116088867,-1.9540169239
Boots,51.4471321106,-0.0196076632
The Village Pharmacy,51.4874839783,-0.4361736774
Lincoln Co-Op Chemists Ltd,53.1947631836,-0.5360316038
Lloydspharmacy,50.7130813599,-3.0740993023
Lloydspharmacy,53.3941383362,-1.2571084499
Roots Chemist,52.507900238,-1.8908555508
Lloydspharmacy,53.1650466919,-1.1925321817
Aura Pharmacy,51.4411506653,-0.2212599218
Cohens Chemist,53.5567054749,-1.4908117056
Millennium Pharmacy,51.4770393372,-0.1097573861
Boots,51.5532951355,-0.2951705158
Cohens Chemist,53.9139175415,-1.7511763573
Codicote Pharmacy,51.8474464417,-0.2327128649
Lloydspharmacy,51.1960411072,-1.7705278397
Stevens Rw (Chemists) Ltd,51.4386100769,0.071363911
Boots,51.5523300171,-1.7758522034
Sherwell Valley Pharmacy,50.4695167542,-3.5517783165
Smith W (Durham) Ltd,54.7706604004,-1.7047313452
Farnsfield Pharmacy,53.1054153442,-1.036852479
Abc Pharmacy,51.4275283813,-0.0878069326
Marsden Pharmacy,54.5467834473,-1.9208045006
Rimmers Pharmacy,53.6682014465,-2.6758396626
Jamacia Road Pharmacy,51.4982147217,-0.0623310655
Helm Pharmacy Ltd,52.9879722595,-1.307621479
J and J Pharmacy Ltd,52.1788597107,-2.2145397663
Boots,51.5814476013,-0.3388315737
Asda Stores Ltd,53.5898780823,-2.2894899845
Haydons Pharmacy,51.4209136963,-0.1875844002
Vantage Chemist,54.8969192505,-1.5777915716
Asda Instore Pharmacy,53.5573196411,-2.3286819458
Ha Mcparland Limited,51.5228424072,-0.6149169803
Boots,51.5105056763,-0.134845823
Lloydspharmacy,52.1086883545,-2.311331749
Boots,51.7755699158,0.1144322231
Gibsons Pharmacy,53.8067932129,-1.7318876982
Boots,52.9871101379,-1.9890998602
Alexander Jhr and Ndp,53.481880188,-3.0170991421
Boots,51.1346206665,0.2641970515
Mangopharm Ltd,51.5521087646,0.7154334784
Touchwood Pharmacy,52.2419776917,-0.9163411856
The Co-Operative Pharmacy,53.5777854919,-1.417807579
Lloydspharmacy,53.2605285645,0.1761295944
Boots,52.577835083,-2.1867640018
Cohens Chemist,53.906917572,-1.6937879324
Haxby Group Pharmacy,54.0192337036,-1.0819356441
Malchem,51.5489349365,0.0244461857
Boots,51.2750282288,-0.746029377
Mason and Son (Chemists)ltd,52.7427787781,-1.3608982563
Marsh Pharmacy,50.8395805359,0.4754194319
Shire Pharmacy,52.4379959106,-1.53107059
Willand Pharmacy,50.8889541626,-3.3740212917
New Park Pharmacy,51.4471054077,-0.1278459728
Lloydspharmacy,52.0362930298,-1.8594962358
Boots,54.9346923828,-1.5994801521
Rudgwick Pharmacy,51.0897102356,-0.4497839808
Rowlands Pharmacy,54.0479125977,-2.798263073
Newlands Pharmacy,51.5357780457,0.0940855369
Radias Chemist,51.6035003662,-0.3399473727
Lloydspharmacy,50.8819541931,-1.8805166483
Boots,54.6901168823,-1.5537847281
Boots,51.0808601379,-4.0606970787
Lloyds Pharmacy,54.987739563,-1.4367843866
Williams Chemist,51.1071205139,-0.1681157202
Meridian Pharmacy,51.4789352417,-0.0113896206
Boots,51.426235199,-0.3782690167
Boots,51.5800590515,0.1823190451
Amy Pharmacy,51.5812644958,-0.1260755807
The Co-Operative Pharmacy,53.4515113831,-2.2696044445
Phakeys Pharmacy,52.9575920105,-1.129144907
Yakub Chemist Ltd,52.6361961365,-1.1103444099
Murrays Pharmacy,52.4489746094,-2.0523667336
Sainsbury's Pharmacy,52.7723884583,-1.2100127935
Lloydspharmacy,53.4404296875,-1.3941087723
Lloydspharmacy,51.0963172913,0.5352303386
Lloydspharmacy,51.4070129395,-0.4059944749
Jt Gregory Pharmacy and Opticians,52.1739006042,0.1122700498
Rowlands Pharmacy,51.6372642517,-0.7237680554
Woburn Sands Pharmacy,52.0116767883,-0.6469637156
Pestle and Mortar,51.4935836792,-0.2455677241
Cleveleys Pharmacy,53.872177124,-3.0404646397
Boots,52.7645874023,-0.8873643875
Manor Pharmacy,53.1172714233,-1.2794443369
Boots,53.4972305298,-0.3152959049
The Co-Operative Pharmacy,53.3486480713,-2.1197288036
Boots,53.3657951355,-0.0053683249
Lloydspharmacy,53.9605522156,-2.0139856339
Boots,52.7009849548,-1.0693078041
Asda Stores Ltd,52.6138534546,-2.0012714863
Boots,53.3590011597,-2.8257756233
Boots,53.3403167725,0.2603630722
Bonamy Pharmacy,51.4864387512,-0.062585488
Gimmack W.N. (Chemist) Ltd,51.5567893982,-0.2158288211
S and S Chopra,51.4350585938,0.2581753731
Fg Saunders and Co,51.4788589478,-0.6124435663
Lloydspharmacy,53.5661239624,-2.1216568947
Sainsburys Pharmacy,51.4298553467,-0.0339208208
Tesco In-Store Pharmacy,52.2385787964,0.1541829109
Rowlands Pharmacy,53.4220619202,-2.9777941704
Boots,53.417263031,-1.0692738295
Boots,50.7371406555,-1.7824537754
Lloydspharmacy,53.7070236206,-0.8728089333
Boots,53.7744827271,-1.8060028553
Boots,50.7273292542,-1.8375556469
Rowlands Pharmacy,53.6908912659,-1.6132644415
Saturn Pharmacy,51.4244995117,-0.1410251856
Chapel Pharmacy,53.2238998413,0.3383466899
Gardners Chemist,53.6249313354,-2.331641674
Leyes Lane Pharmacy,52.3472900391,-1.5579407215
Boots,50.940574646,-2.6063597202
Wilkinson Pharmacy,53.5245170593,-2.1719930172
Lloydspharmacy,51.3237609863,-2.1835272312
Bradlegh Road Pharmacy,53.4460296631,-2.635238409
Lloydspharmacy,52.6783065796,0.9441906214
The Co-Operative Pharmacy,52.4875717163,1.2345422506
Dillons Chemist,51.5067558289,-0.2708985507
Day Lewis Pharmacy,51.5831947327,0.0744543299
Health On The Hill,51.4256362915,-0.3567428291
Lloydspharmacy,51.1022529602,-0.1806064397
Charles Sampson Pharmacy,51.6164970398,-0.1764522642
Newburn Pharmacy,54.9856719971,-1.7435830832
Corkers Pharmacy Ltd,53.3892707825,-2.5922911167
Boots,51.0290641785,-3.0812461376
Mistrys Pharmacy,52.2865943909,-0.5919684172
Teddington Pharmacy,51.4310302734,-0.3457455933
Rowlands Pharmacy,51.6515388489,-0.7133789063
Broadwater Pharmacy,50.8277015686,-0.3750996292
Sefgrove Ltd,51.4201011658,-0.0822632015
Dudley Taylor Pharmacies Ltd,53.3576660156,-1.1193598509
Boots,52.6075286865,1.7286934853
Boots,51.5729141235,-0.1988330185
Rasons Pharmacy,51.5530548096,-0.2861354053
Se Morgan,51.880645752,-0.4225542843
Crofton Park Pharmacy,51.4529075623,-0.0382561646
Lloydspharmacy,51.370639801,-0.792896986
Livesey Pharmacy,53.7281951904,-2.5045289993
Lloydspharmacy,53.3420295715,-1.3513613939
Boots,53.7475204468,-2.4501256943
Lloydspharmacy,52.7265625,-1.366643548
Tesco Instore Pharmacy,52.692150116,-1.9989366531
Davies Pharmacy Leigh Park,50.8664283752,-0.9840359688
Rowlands Pharmacy,52.6324920654,-2.4384872913
Boots,51.3794746399,-0.2429504991
Kamsons Pharmacy,50.7984733582,-0.681787312
Boots,51.3150634766,-0.5601946115
Asda Pharmacy,55.0125732422,-1.6182670593
Day Lewis Pharmacy,50.2886314392,-3.7818698883
Moul Pharmacy Ltd,51.5313606262,-2.4718914032
Lloydspharmacy,53.6183815002,-1.2680542469
Aust and Wilkinson Chemist,53.4541625977,-2.724178791
Wallisdown Pharmacy,50.7464294434,-1.9114195108
Clockwork Pharmacy Ltd,51.5303764343,0.0372907855
Pharmacy First,53.4540939331,-2.1102223396
Boots,53.1437683105,-2.3632926941
Clockwork Pharmacy,51.5370635986,-0.1158944368
L Rowland,50.8005981445,-1.1429773569
Boots,52.2339324951,-0.9057157636
Crystal Pharmacy,51.4703903198,-0.3546890914
T Kingston Pharmacy,54.5631256104,-0.9807521105
Inkersall Pharmacy,53.2555160522,-1.3708072901
St Mary's Pharmacy,52.4255409241,-1.7011015415
The Co-Operative Pharmacy,53.5339164734,-2.2184996605
Temple Pharmacy Ltd,51.4798774719,0.088571392
Lynemouth Pharmacy,55.2129936218,-1.5364539623
Ansdell Medical Centre Pharmacy,53.7486228943,-3.0003306866
The Co-Operative Pharmacy,53.3230400085,-2.2351646423
Harehills Pharmacy,53.8093605042,-1.5092903376
The Co-Operative Pharmacy,53.0139961243,-2.2191402912
Day Lewis Plc,52.2588043213,0.6952815056
Ruxley Pharmacy,51.368221283,-0.2656776607
Day Lewis Plc,50.3442344666,-4.7593860626
Boots,50.7602462769,-1.5482983589
Elmswell Pharmacy,52.2385749817,0.9144557714
Dudley Taylor,52.3589706421,-1.290795207
Boots,53.3720283508,-2.5813655853
Lloydspharmacy,51.190662384,-0.5965021253
Leven Pharmacy,53.8908958435,-0.3128180802
Badham Pharmacy,51.8847427368,-2.1858208179
Pharmacy D,53.6902809143,-1.6336375475
Boots,52.9639701843,-1.2310322523
Rowlands Pharmacy,53.0800971985,-2.4758217335
Wilson Bj Ltd,52.9071846008,-1.3809936047
Jaffer's Pharmacy,50.8026542664,-1.1674333811
Boots,53.7493133545,-2.4817624092
Tesco In-Store Pharmacy,51.4867401123,-0.1135189012
Totally Pharmacy,51.526802063,-0.6392268538
Manor Pharmacy,51.6827926636,-0.3164356947
Weldricks Pharmacy,53.5820198059,-1.019272089
Lloydspharmacy,53.3459777832,-2.8217234612
Lloydspharmacy,50.8158111572,-0.3859462142
Boots,51.405620575,-2.3177437782
Rowlands Pharmacy,53.3631248474,-3.0001571178
Lloydspharmacy,52.7647285461,-0.8841891885
Lloydspharmacy,51.1602096558,0.5522775054
Boots,51.6475296021,0.0840250105
Morrisons Pharmacy,50.3653869629,-4.1003365517
Lloydspharmacy,51.5536880493,-1.7505185604
Boots,52.264251709,-0.9001194835
Lloydspharmacy,53.5437393188,-2.1168541908
Pharmacy Direct,50.9145584106,-1.4237201214
Eckersley Pharmacy,51.2841186523,1.0866529942
Asda Pharmacy,51.5306968689,-2.5964818001
Lloydspharmacy,50.8197135925,-0.4115081131
Superdrug Pharmacy,52.2068901062,0.1304172575
Newsome Health Centre Pharmacy,53.6289253235,-1.7840490341
Boots,52.8966140747,-1.2688971758
Larchwood Pharmacy,51.3800201416,-0.0741096735
Lloydspharmacy,53.7475891113,-1.3730049133
Day Lewis Plc,50.1520004272,-5.0757408142
Lloydspharmacy,53.3685722351,-1.4753676653
Hunters Pharmacy,54.5630493164,-1.242503047
Boots,51.5997428894,0.1631331295
Boots,51.5778045654,-0.3982369006
The Co-Operative Pharmacy,54.7590789795,-1.3340754509
Jade Pharmacy,51.604927063,-0.3402419686
Lloydspharmacy,53.4569091797,-2.7452948093
Williams Lm (Chislehurst) Ltd,51.4193954468,0.0656623244
Lincoln Co-Op Chemists Ltd,53.2100944519,-0.5488663316
Delite Chemists,51.6365127563,-0.4835521579
Borehamwood Pharmacy,51.6521987915,-0.2541083097
Lloydspharmacy,53.6995925903,-1.4192942381
Boots,52.8356513977,-1.2783821821
Aldergate Pharmacy,52.6394920349,-1.6945925951
Rowlands Pharmacy,53.7084732056,-1.9112471342
Boots,53.46301651,-2.9601027966
West Hallam Pharmacy,52.9666061401,-1.359151721
Arc Pharmacy,53.7809066772,-1.0681985617
Boots,51.453502655,-0.4300667942
Day Lewis Pharmacy,53.9302635193,-1.388897419
Saigrace Pharmacy,51.5832023621,-0.1168589592
Sarum Pharmacy,51.1035575867,-1.779483676
Derbyshire Lane Pharmacy,53.3457565308,-1.4727786779
Boots,50.3386268616,-4.7749152184
Day Lewis Pharmacy,51.6069908142,-0.2109153867
Joshi Pharmacy,51.5217666626,-0.4458248317
Rowlands Pharmacy,51.9156494141,-0.4693537652
Boots,53.4034614563,-1.5013961792
Pearl Chemist,52.6247367859,-1.1060708761
New North Pharmacy,51.5342521667,-0.1027740911
Cohens Chemist,53.7978439331,-1.5107910633
Lloydspharmacy,52.4258003235,-0.8079512715
Swan Pharmacy,51.3638572693,-0.0980163664
Lloydspharmacy,50.7232093811,-3.5055289268
Regal Pharmacy,51.552570343,-0.0440685004
Calea Uk Limited,53.3537025452,-2.6573162079
The Co-Operative Pharmacy,53.2717094421,-2.5440752506
Church Street Pharmacy Ltd,52.8585777283,-3.055454731
Pelican Pharmacy,53.4067459106,-2.346432209
Cohens Chemist,53.4176292419,-2.1888484955
4court Pharmacy,53.6295623779,-2.1389570236
Mcmullen David,53.0759277344,-2.1102221012
The Co-Operative Pharmacy,53.0633010864,-2.2080945969
Carters Green Pharmacy,52.5238380432,-2.0038182735
Medichem (Leeds) Ltd,53.8211212158,-1.5320447683
Shieldfield Pharmacy,54.9776763916,-1.6001776457
The Co-Operative Pharmacy,53.4993515015,-2.3064949512
Nima (Malden) Ltd,51.45520401,-0.2967259884
Sainsbury's Instore Pharmacy,50.792098999,0.2800545394
The Co-Operative Pharmacy,52.7300415039,-2.7430827618
Browns Pharmacy,52.4296798706,-1.7979426384
Lloydspharmacy,51.4483375549,-0.9365248084
T Meikle Pharmacy,54.7479019165,-1.2896257639
Instant-Pharma,53.4456481934,-2.9965240955
Bliep Chemist,51.7398643494,-1.2538775206
Southmead Pharmacy,51.5037269592,-2.6022238731
Bell Pharmacy,51.5548744202,0.0593888946
Tanna Pharmacy,51.399772644,-0.1325683892
Lloydspharmacy,53.5854797363,-0.6617586613
Lloydspharmacy,53.4330863953,-1.109749198
Holmwood Pharmacy,51.3570251465,-1.1455205679
Cj Pharmacy,51.5898361206,-0.2251883298
Chemicare Uk Ltd,52.4634399414,-1.7765576839
C E Naylor,53.6888198853,-1.7921622992
Tims and Parker,53.5112342834,-2.413462162
Sharp D&r (Chemists) Ltd,53.5468025208,-1.1457749605
Lloydspharmacy,52.0611915588,-0.8097957373
Lloydspharmacy,53.3997421265,-2.305116415
Boots,52.4790344238,-1.9003353119
Olive Pharmacy,51.52891922,-0.751205802
The Co-Operative Pharmacy,53.7527313232,-2.3840897083
S & S Chemists,51.540927887,-0.2612253428
Keyham Pharmacy,50.3893470764,-4.1799554825
Saville Chemist,51.5851745605,-0.3621804714
Boots,50.3383255005,-4.7938718796
Hobbs Pharmacy,51.3289718628,-0.1074841097
Cohens Chemist,53.7627906799,-3.026850462
Sainsburys Pharmacy,51.9820899963,-0.2039880902
Grandbydale Ltd,53.4502944946,-2.9868600368
Boots,54.1129264832,-3.2262015343
Day Lewis Plc,50.3381614685,-4.7925691605
Bruton Pharmacy,51.1124687195,-2.4540531635
Boots,51.4627380371,-0.1673569679
Boots,51.6991767883,0.1110279635
Lloydspharmacy,54.9753494263,-1.6372267008
Lloydspharmacy,53.5653266907,-0.6846212745
Buckley P Ltd,53.7326774597,-2.6622004509
Houghton Pharmacy Ltd,52.624332428,-0.9992406964
Evans Pharmacy,52.1267471313,-2.3165848255
Lloydspharmacy,52.4519119263,-1.7805154324
Lloydspharmacy,53.4883918762,-2.284683466
Asda Stores Ltd,51.6794815063,-0.3899220526
Peak Pharmacy,53.2555389404,-1.9141482115
Boots,51.5133705139,-0.1037571728
Lloydspharmacy,53.6584968567,-2.6187129021
Boots,51.602016449,0.5358671546
Yiewsley Pharmacy,51.5119094849,-0.4724172652
Yakub Chemist Care Home Services,52.6574363708,-1.0840854645
Boots,53.7448425293,-0.4306493402
Rowlands Pharmacy,51.780620575,1.1179071665
Lloydspharmacy,52.0482635498,1.1804965734
Boots,53.038066864,-1.2033025026
Boots,53.2622070313,-2.5123672485
The Co-Operative Pharmacy,53.7464179993,-2.4931321144
Boots,51.4644088745,-0.2376170605
Boots,50.8565483093,-2.1656734943
Davison Chemist Limited,55.0570030212,-1.627096653
Rowlands Pharmacy,52.6133575439,-2.0004003048
Boots,52.2524681091,-1.1603457928
Chave and Jackson Ltd,52.0558433533,-2.7171542645
Lloydspharmacy,53.4371147156,-1.330812335
Boots,55.0855178833,-1.5895471573
Knights Chemist Limited,52.0670776367,-1.320168376
Janssen's Pharmacy,52.1268196106,-0.4704117477
Keirby Healthcare Limited,53.789768219,-2.2396216393
Park Avenue Pharmacy Ltd,54.6152534485,-1.0540575981
Lincoln Co-Operative Chemist Ltd,52.9396820068,0.492702812
Rowlands Pharmacy,53.5003929138,-2.4582209587
Bj Wilson Ltd,52.7539558411,-1.5840634108
Boots,51.0796203613,1.1797546148
Ash Trees Pharmacy,54.129486084,-2.7694692612
Hj Everett (Chemist) Limited,50.8496322632,-1.2341575623
Murray's Pharmacy,54.1208305359,-3.2240176201
Lloydspharmacy,52.4259719849,-1.8710131645
Asda Pharmacy,52.8769683838,-1.4938571453
Lloydspharmacy,53.3405609131,-1.2710312605
The Co-Operative Pharmacy,53.0551452637,-2.3019881248
Bamfords Pharmacy,53.6184196472,-2.5986549854
Superdrug Stores Plc,51.4262161255,-0.0501736775
Boots,54.0829620361,-0.1891548634
Boots,53.7858734131,-1.7873579264
Asda Pharmacy,54.959854126,-1.677844882
Boots,52.5848388672,-2.0557467937
Ma Manning (Pharmacy) Ltd,53.8359794617,-1.521378994
J Sainsbury Plc,52.5874633789,-1.8249465227
Herman Pharmacy,51.4506645203,-0.4752824008
The Co-Operative Pharmacy,51.4405212402,-2.6066577435
Paydens Pharmacy,50.8209953308,-0.1341588199
Lloydspharmacy,53.4507637024,-2.7443590164
Boots,52.6184654236,1.2974020243
Cleveleys Health Ctr Pharm Ltd,53.875125885,-3.0425302982
Boots,51.3619346619,-0.3465124965
Lloydspharmacy,51.418006897,0.0673544109
Boots,50.5928268433,-2.4739961624
Boots,51.3727645874,-0.4575129449
Chemco Pharmacy,51.4197273254,-0.1945206076
Sainsburys Pharmacy,52.6822166443,-2.4529049397
Cox and Robinson Pharmacy,52.0225524902,-0.7339796424
Brocklehurst Chemists,53.7536048889,-0.4155343771
Boots,53.6401443481,-3.0031611919
Eggington Jt Ltd,52.5182571411,-2.1293306351
Boots,52.9685630798,-2.6834247112
Lloydspharmacy,52.9555397034,-1.2204641104
Boots,50.4355010986,-3.5664792061
Rosenhead Chemist,53.5076522827,-2.2539482117
Lloydspharmacy,52.1295127869,-0.2878146768
Paydens Ltd,51.2905693054,-0.102795966
Tims and Parker,53.5187988281,-2.3314602375
Boots,52.5396118164,-0.263158381
Boots,51.352191925,-1.9937618971
Grange Lane Pharmacy,53.3838577271,-2.8623244762
Lloydspharmacy,53.7998046875,-3.0414197445
Moir Pharmacy,52.8986968994,-1.2724894285
Grace Pharmacy,51.6026153564,-0.0594204627
The Co-Operative Pharmacy,50.8375091553,-0.0739905536
Lloydspharmacy,52.3428268433,-0.5376296043
Boots,53.0419692993,-1.4036157131
Ws Young Pharmacy,53.1882247925,-2.8633170128
Rowlands Pharmacy,51.9136543274,-2.0446293354
Ditton Pharmacy,52.2161636353,0.1686450839
Boots,51.7916870117,1.1497241259
Sainsburys Pharmacy,51.3984603882,-1.3199455738
Cohens Chemist,53.5016670227,-2.2362434864
The Co-Operative Pharmacy,54.6551818848,-1.2335834503
Lenny Chemist,51.4900665283,-0.0823680982
Priory Pharmacy,52.9687919617,-2.1916484833
Coalpool Pharmacy,52.6046638489,-1.9780592918
Vsm Pharmacy,51.3269195557,-0.7552069426
Sainsbury's Supermarkets Ltd,50.9167060852,-1.3592664003
Boots,50.6120300293,-2.4619781971
Hornsey Road Pharmacy,51.556137085,-0.1109516993
Rowlands Pharmacy,53.3489379883,-2.1198196411
Mj Roberts Chemists Ltd,53.9634552002,-1.1168413162
Boots,52.9609107971,-1.0651217699
Mccormick Chemists,50.8225250244,-0.3921605349
Pharmocare,51.605178833,-0.0714562833
Foster and Sons Chemist,51.4534225464,-0.0622853003
Millman Pharmacy,51.4321594238,-0.5468640327
Boots,52.6748886108,-1.8433362246
Hunt's Pharmacy,52.6368103027,1.3266490698
Superdrug Pharmacy,51.439453125,0.7621634603
Pembury Pharmacy,51.1428985596,0.3185453415
The Co-Operative Pharmacy,54.9990997314,-1.644156456
Boots,53.4452095032,-2.3108022213
The Co-Operative Pharmacy,52.5291519165,-2.0992636681
Tesco Instore Pharmacy,52.1867790222,0.1881058663
The Co-Operative Pharmacy,52.3396835327,-2.2806477547
The Co-Operative Pharmacy,54.937587738,-1.5979062319
The Walford Mill Pharmacy,50.8052902222,-1.9891912937
L Rowland and Co (Retail) Ltd,54.5719833374,-1.2384084463
Manor Pharmacy,52.9231109619,-1.1357418299
Sparkbrook Pharmacy,52.4635505676,-1.8767776489
Cohen's Chemist,53.8733291626,-1.7109153271
Manor Pharmacy,53.4834899902,-2.2584600449
Boots,50.3824539185,-4.1336407661
Hussain Dispensing Chemist,53.8710098267,-1.9097942114
Copnor Pharmacy,50.8210601807,-1.0647490025
Gosrani Pharmacy,51.2117538452,0.293551892
Boots,50.795124054,-1.1217517853
Smiths Chemist,53.7374343872,-2.952839613
Wise Pharmacy,53.1499786377,-2.3913509846
Boots,53.3876533508,-2.9247100353
Porter Chemist,51.2917938232,1.0787185431
Boots,51.3081359863,0.0408329926
Scotts Pharmacy,51.4005241394,0.0172532275
Lloydspharmacy,50.7686042786,-1.8989132643
Harrisons Pharmacy,51.5320396423,-0.6364323497
Bobat Mii (Dispensing Chemist),50.8083190918,-1.0583752394
D Parmar Ltd,52.9680557251,-1.1428120136
Holmes Pharmacy,51.5318107605,-0.180775553
Shelley Pharmacy,50.811378479,-0.3770145178
The Co-Operative Pharmacy,53.7450408936,-1.6011832952
Tims and Parker,53.5154914856,-2.1614301205
The Co-Operative Pharmacy,55.073097229,-1.5266705751
Wards Of Warboys,52.4054374695,-0.0867416039
Boots,52.5280799866,-2.1947188377
Boots,52.4731483459,-1.9690111876
Rowlands Pharmacy,52.3046836853,-0.7185858488
Rowlands Pharmacy,53.7072257996,-1.6781653166
Glade Pharmacy,51.5740470886,-0.7695083618
Boots,51.710144043,-0.0859712213
Bourne Pharmacy,51.196308136,-0.7902730703
Ar Pharmacy,50.9169578552,-1.5142074823
The Co-Operative Pharmacy,52.601184845,-2.0088896751
Sk Roy Late Night Dispensing Chemists,50.9091072083,-1.398640871
Superdrug,51.4577331543,-2.5882613659
Cleeve Wood Pharmacy,51.4932823181,-2.5104322433
Lincoln Co-Op Chemists Ltd,53.2390441895,-0.5444709659
Lalys Chemist,50.7969703674,-1.0924757719
Asda Pharmacy,50.7985496521,-1.0780967474
The Co-Operative Pharmacy,53.447467804,-1.3000693321
Tesco Instore Pharmacy,54.1122703552,-3.2349629402
Haddens Pharmacy,53.4494171143,-2.9873969555
Reavley S&c,51.807510376,-1.6371212006
Cairns Dispensing Chemists,53.7815322876,-2.8783359528
Lloydspharmacy,51.5343437195,-0.6622148752
Welsh Chemist,54.6368484497,-1.7122696638
Boots,53.784198761,-1.7955770493
Lloydspharmacy,53.3798370361,-2.1965582371
Boots,52.7515258789,-1.1491264105
Boots,50.2834968567,-3.7771580219
Heaton's Pharmacy,53.4737129211,-2.7357058525
Dalston Pharmacy Ltd,54.8813400269,-2.9015378952
Asda Stores Ltd,52.5684013367,-2.0354690552
Rowlands Pharmacy,53.3562545776,-1.5109016895
Hughenden Valley Pharma Ltd,51.6612625122,-0.7511137724
Widdrington Pharmacy,55.2402229309,-1.620557189
Tesco In-Store Pharmacy,51.6480178833,-0.047349304
Magson Pharmacy,52.4757232666,-1.4240913391
Asda Stores Ltd,54.9966239929,-1.4358628988
Medicx Pharmacy,53.8128890991,-3.0345299244
Asda Pharmacy,53.5835494995,-2.5352947712
Holland Pharmacy,53.2690391541,-2.6761233807
Boots,50.2108421326,-5.4844789505
Cohens Chemist,53.7431907654,-2.3965568542
F P Cross Ltd,52.4955024719,1.7337580919
Lloydspharmacy,53.4823188782,-1.5948947668
Weston Ltd,51.5379905701,0.0342277251
Noble & Peacock,53.5889434814,-2.4617319107
J Sainsbury Plc,50.8582725525,-1.1732777357
Poolway Pharmacy,52.4763412476,-1.7885210514
Dean and Smedley Ltd,52.8926010132,-1.5313991308
Asda In-Store Pharmacy,51.5939559937,-0.2619874477
Silverfields,51.5518035889,-0.0347687975
Liverpool Road Pharmacy,53.5216140747,-2.5968966484
Lloydspharmacy,53.7566871643,-0.2543711662
Regent Pharmacy,51.6094894409,-0.2220533341
Willows Pharmacy,52.7072677612,0.2743979394
Rowlands Pharmacy,51.0805206299,-1.8294146061
Lloydspharmacy,52.588432312,-2.1258044243
Boots,54.5875549316,-1.3095939159
Lloydspharmacy,50.6815261841,-3.2380681038
Penny Meadow Pharmacy,53.4898757935,-2.0888986588
Rowlands Pharmacy,52.3728141785,-1.2665721178
Vinods Dispensing Chemists,51.5475769043,0.7361240983
Seymour Pharmacy,51.5191802979,-0.1637228131
Boots,51.5738143921,-0.0720337629
The Co-Operative Pharmacy,50.4308242798,-3.6837544441
Royston Hall Ltd,52.4127616882,-1.9757717848
Warecross Pharmacy,51.7768363953,-0.0158304404
Lloydspharmacy,51.7008857727,0.1134954244
Marijak Ltd,51.5746688843,-0.0111104809
Lloydspharmacy,53.8666381836,-1.6846842766
Lloydspharmacy,51.4651031494,-2.61236763
Boots,52.5087203979,-1.8236825466
Byrons Chemict,51.7462768555,-0.4876873493
Rowlands Pharmacy,53.2788658142,-2.8992929459
Cohens Chemist,53.4816093445,-2.1702671051
Burrows and Close Limited,52.9668922424,-1.0862847567
Boots,50.85704422,0.5805885196
